date,product,product_line,product_type,type,market_size,market,state,marketing,total_expenses,inventory,cogs,margin,sales,profit,difference_between_actual_and_target_profit,target_cogs,target_margin,target_sales,target_profit
Nov-2013,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,Massachusetts,20,54,410,55,69,132,22,2,40,50,90,20
Nov-2013,Mint,Leaves,Herbal Tea,Decaf,Major Market,West,California,13,25,536,40,52,98,40,10,30,50,80,30
Nov-2013,Darjeeling,Leaves,Tea,Regular,Major Market,East,Florida,7,19,875,28,42,75,34,-6,20,50,70,40
Nov-2013,Green Tea,Leaves,Tea,Regular,Major Market,East,Florida,8,19,856,31,47,83,42,2,30,50,80,40
Nov-2013,Green Tea,Leaves,Tea,Regular,Major Market,East,Massachusetts,8,19,482,32,48,85,43,3,30,50,80,40
Nov-2013,Earl Grey,Leaves,Tea,Regular,Major Market,West,California,14,26,589,50,73,131,70,30,30,50,80,40
Nov-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Iowa,0,12,387,0,43,46,46,6,0,50,50,40
Nov-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,South,New Mexico,25,48,1804,82,40,130,-12,-22,90,50,140,10
Nov-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,Central,Iowa,6,18,802,22,34,60,24,-16,20,50,70,40
Nov-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,New Mexico,40,69,325,44,62,113,-10,-10,30,50,80,0
Nov-2013,Colombian,Beans,Coffee,Regular,Small Market,West,Nevada,12,45,243,33,41,79,-6,-16,30,50,80,10
Nov-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,Central,Missouri,40,70,325,44,62,113,-12,-12,40,50,90,0
Nov-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,Central,Wisconsin,8,20,856,31,47,83,40,0,20,50,70,40
Nov-2013,Mint,Leaves,Herbal Tea,Decaf,Small Market,East,Connecticut,21,43,1060,69,81,160,56,26,50,50,100,30
Nov-2013,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Wisconsin,15,38,454,49,71,128,49,29,40,50,90,20
Nov-2013,Earl Grey,Leaves,Tea,Regular,Small Market,West,Washington,15,37,454,49,71,128,50,20,30,50,80,30
Dec-2013,Colombian,Beans,Coffee,Regular,Major Market,Central,Colorado,14,27,531,43,56,106,43,13,40,50,90,30
Dec-2013,Colombian,Beans,Coffee,Regular,Major Market,Central,Ohio,13,36,435,41,60,108,36,16,40,50,90,20
Dec-2013,Caffe Mocha,Beans,Espresso,Regular,Major Market,East,Massachusetts,42,72,571,47,52,106,-30,-20,40,50,90,-10
Dec-2013,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Illinois,14,27,531,43,56,106,43,13,40,50,90,30
Dec-2013,Mint,Leaves,Herbal Tea,Decaf,Major Market,West,California,14,27,531,43,56,106,43,13,40,50,90,30
Dec-2013,Darjeeling,Leaves,Tea,Regular,Major Market,Central,Colorado,17,51,422,46,57,110,9,-1,30,50,80,10
Dec-2013,Earl Grey,Leaves,Tea,Regular,Major Market,Central,Colorado,16,37,1054,53,63,124,39,19,40,50,90,20
Dec-2013,Darjeeling,Leaves,Tea,Regular,Major Market,East,Massachusetts,9,20,870,33,49,87,43,3,30,50,80,40
Dec-2013,Green Tea,Leaves,Tea,Regular,Major Market,East,Florida,9,21,863,34,51,91,45,5,30,50,80,40
Dec-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Iowa,0,11,344,0,43,46,47,7,0,50,50,40
Dec-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,Louisiana,13,36,466,43,63,113,40,20,30,50,80,20
Dec-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,West,Nevada,9,30,1009,31,38,74,12,-18,30,50,80,30
Dec-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,Central,Iowa,6,18,807,23,35,62,25,-15,20,50,70,40
Dec-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,Louisiana,12,35,320,41,66,114,46,26,30,50,80,20
Dec-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Oregon,17,51,422,46,57,110,9,-1,40,50,90,10
Dec-2013,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Wisconsin,13,35,466,43,63,113,42,22,30,50,80,20
Dec-2013,Green Tea,Leaves,Tea,Regular,Small Market,East,Connecticut,9,21,818,33,49,87,42,2,30,50,80,40
Dec-2013,Darjeeling,Leaves,Tea,Regular,Small Market,West,Utah,44,73,335,49,69,126,-6,-6,30,50,80,0
Dec-2013,Green Tea,Leaves,Tea,Regular,Small Market,West,Washington,49,79,627,55,76,140,-4,6,40,50,90,-10
Oct-2012,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Illinois,12,24,541,39,51,90,27,-13,20,40,60,40
Oct-2012,Mint,Leaves,Herbal Tea,Decaf,Major Market,West,California,12,25,541,39,51,90,26,-14,20,40,60,40
Oct-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,South,New Mexico,26,49,1698,86,23,109,-26,-36,110,40,150,10
Oct-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,Louisiana,14,37,449,46,67,113,30,-10,20,40,60,40
Oct-2012,Colombian,Beans,Coffee,Regular,Small Market,Central,Iowa,9,30,1000,31,37,68,7,-23,20,40,60,30
Oct-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,New Mexico,41,70,320,45,64,109,-6,-16,20,40,60,10
Oct-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Utah,8,19,833,32,47,79,28,-12,20,40,60,40
Oct-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,9,31,1000,31,37,68,6,-24,10,40,50,30
Oct-2012,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Missouri,12,40,244,39,53,92,13,-17,20,40,60,30
Oct-2012,Green Tea,Leaves,Tea,Regular,Small Market,East,Connecticut,6,18,806,24,36,60,18,-22,20,40,60,40
Oct-2012,Green Tea,Leaves,Tea,Regular,Small Market,East,New Hampshire,0,11,430,0,43,43,32,-8,0,40,40,40
Oct-2012,Darjeeling,Leaves,Tea,Regular,Small Market,West,Utah,41,70,320,45,64,109,-6,-26,10,40,50,20
Oct-2012,Green Tea,Leaves,Tea,Regular,Small Market,West,Washington,54,84,606,60,84,144,0,-10,20,40,60,10
Nov-2012,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,8,19,482,32,48,80,29,-1,30,40,70,30
Nov-2012,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,Florida,20,54,391,54,67,121,13,3,40,40,80,10
Nov-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Wisconsin,7,19,570,22,30,52,11,-19,20,40,60,30
Nov-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,New Mexico,11,39,248,35,47,82,8,-12,20,40,60,20
Nov-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,West,Nevada,8,30,1003,29,35,64,5,-15,30,40,70,20
Nov-2012,Colombian,Beans,Coffee,Regular,Small Market,Central,Iowa,8,30,1003,29,35,64,5,-15,20,40,60,20
Nov-2012,Regular Espresso,Beans,Espresso,Regular,Small Market,East,New Hampshire,12,45,211,34,42,76,-3,-3,30,40,70,0
Nov-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,Oklahoma,8,19,482,32,48,80,29,-1,20,40,60,30
Nov-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Nevada,0,12,387,0,43,43,31,1,0,40,40,30
Nov-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Utah,9,21,836,33,48,81,27,-3,30,40,70,30
Nov-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,Central,Missouri,25,49,1804,82,40,122,-9,-9,70,40,110,0
Nov-2012,Mint,Leaves,Herbal Tea,Decaf,Small Market,West,Utah,25,48,1804,82,40,122,-8,-8,70,40,110,0
Nov-2012,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Missouri,11,38,248,35,47,82,9,-1,20,40,60,10
Nov-2012,Earl Grey,Leaves,Tea,Regular,Small Market,Central,Missouri,12,45,211,34,42,76,-3,-3,20,40,60,0
Nov-2012,Green Tea,Leaves,Tea,Regular,Small Market,Central,Missouri,12,45,243,33,41,74,-4,-4,20,40,60,0
Nov-2012,Green Tea,Leaves,Tea,Regular,Small Market,East,New Hampshire,0,11,387,0,43,43,32,2,0,40,40,30
Nov-2012,Darjeeling,Leaves,Tea,Regular,Small Market,West,Utah,40,69,325,44,62,106,-7,3,30,40,70,-10
Dec-2012,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,8,19,490,29,44,73,25,-5,20,40,60,30
Dec-2012,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,9,20,870,33,49,82,29,-1,30,40,70,30
Dec-2012,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,Massachusetts,17,50,422,46,57,103,7,-3,30,40,70,10
Dec-2012,Darjeeling,Leaves,Tea,Regular,Major Market,East,Florida,8,19,882,30,45,75,26,-4,30,40,70,30
Dec-2012,Green Tea,Leaves,Tea,Regular,Major Market,East,Massachusetts,8,19,490,29,44,73,25,-5,30,40,70,30
Dec-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Wisconsin,7,19,567,24,32,56,13,-17,30,40,70,30
Dec-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Nevada,0,12,344,0,43,43,31,1,0,40,40,30
Dec-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Utah,8,20,844,31,46,77,26,-4,30,40,70,30
Dec-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,Central,Wisconsin,9,21,863,34,51,85,30,0,30,40,70,30
Dec-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,East,New Hampshire,14,47,250,39,49,88,2,-8,20,40,60,10
Dec-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,9,31,1009,31,38,69,7,-13,20,40,60,20
Dec-2012,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Missouri,12,40,256,38,51,89,11,1,30,40,70,10
Dec-2012,Green Tea,Leaves,Tea,Regular,Small Market,Central,Missouri,14,47,250,39,49,88,2,2,30,40,70,0
Dec-2012,Green Tea,Leaves,Tea,Regular,Small Market,East,New Hampshire,0,11,344,0,43,43,32,2,0,40,40,30
Dec-2012,Darjeeling,Leaves,Tea,Regular,Small Market,West,Washington,12,36,320,41,66,107,30,10,30,40,70,20
Dec-2012,Earl Grey,Leaves,Tea,Regular,Small Market,West,Utah,12,39,256,38,51,89,12,2,20,40,60,10
Dec-2012,Earl Grey,Leaves,Tea,Regular,Small Market,West,Washington,13,35,466,43,63,106,28,8,30,40,70,20
Oct-2013,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Illinois,12,24,541,39,51,96,40,0,20,40,60,40
Oct-2013,Mint,Leaves,Herbal Tea,Decaf,Major Market,West,California,12,25,541,39,51,96,39,-1,20,40,60,40
Oct-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,South,New Mexico,26,49,1698,86,23,116,-39,-49,110,40,150,10
Oct-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,Louisiana,14,37,449,46,67,120,45,5,20,40,60,40
Oct-2013,Colombian,Beans,Coffee,Regular,Small Market,Central,Iowa,9,30,1000,31,37,72,10,-20,20,40,60,30
Oct-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,New Mexico,41,70,320,45,64,116,-9,-19,20,40,60,10
Oct-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Utah,8,19,833,32,47,84,42,2,20,40,60,40
Oct-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,9,31,1000,31,37,72,9,-21,10,40,50,30
Oct-2013,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Missouri,12,40,244,39,53,98,19,-11,20,40,60,30
Oct-2013,Green Tea,Leaves,Tea,Regular,Small Market,East,Connecticut,6,18,806,24,36,64,27,-13,20,40,60,40
Oct-2013,Green Tea,Leaves,Tea,Regular,Small Market,East,New Hampshire,0,11,430,0,43,46,47,7,0,40,40,40
Oct-2013,Darjeeling,Leaves,Tea,Regular,Small Market,West,Utah,41,70,320,45,64,116,-9,-29,10,40,50,20
Oct-2013,Green Tea,Leaves,Tea,Regular,Small Market,West,Washington,54,84,606,60,84,153,0,-10,20,40,60,10
Nov-2013,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,8,19,482,32,48,85,43,13,30,40,70,30
Nov-2013,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,Florida,20,54,391,54,67,129,19,9,40,40,80,10
Nov-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Wisconsin,7,19,570,22,30,55,16,-14,20,40,60,30
Nov-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,New Mexico,11,39,248,35,47,87,12,-8,20,40,60,20
Nov-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,West,Nevada,8,30,1003,29,35,68,7,-13,30,40,70,20
Nov-2013,Colombian,Beans,Coffee,Regular,Small Market,Central,Iowa,8,30,1003,29,35,68,7,-13,20,40,60,20
Nov-2013,Regular Espresso,Beans,Espresso,Regular,Small Market,East,New Hampshire,12,45,211,34,42,81,-4,-4,30,40,70,0
Nov-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,Oklahoma,8,19,482,32,48,85,43,13,20,40,60,30
Nov-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Nevada,0,12,387,0,43,46,46,16,0,40,40,30
Nov-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Utah,9,21,836,33,48,86,40,10,30,40,70,30
Nov-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,Central,Missouri,25,49,1804,82,40,130,-13,-13,70,40,110,0
Nov-2013,Mint,Leaves,Herbal Tea,Decaf,Small Market,West,Utah,25,48,1804,82,40,130,-12,-12,70,40,110,0
Nov-2013,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Missouri,11,38,248,35,47,87,13,3,20,40,60,10
Nov-2013,Earl Grey,Leaves,Tea,Regular,Small Market,Central,Missouri,12,45,211,34,42,81,-4,-4,20,40,60,0
Nov-2013,Green Tea,Leaves,Tea,Regular,Small Market,Central,Missouri,12,45,243,33,41,79,-6,-6,20,40,60,0
Nov-2013,Green Tea,Leaves,Tea,Regular,Small Market,East,New Hampshire,0,11,387,0,43,46,47,17,0,40,40,30
Nov-2013,Darjeeling,Leaves,Tea,Regular,Small Market,West,Utah,40,69,325,44,62,113,-10,0,30,40,70,-10
Dec-2013,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,8,19,490,29,44,78,37,7,20,40,60,30
Dec-2013,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,9,20,870,33,49,87,43,13,30,40,70,30
Dec-2013,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,Massachusetts,17,50,422,46,57,110,10,0,30,40,70,10
Dec-2013,Darjeeling,Leaves,Tea,Regular,Major Market,East,Florida,8,19,882,30,45,80,39,9,30,40,70,30
Dec-2013,Green Tea,Leaves,Tea,Regular,Major Market,East,Massachusetts,8,19,490,29,44,78,37,7,30,40,70,30
Dec-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Wisconsin,7,19,567,24,32,60,19,-11,30,40,70,30
Dec-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Nevada,0,12,344,0,43,46,46,16,0,40,40,30
Dec-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Utah,8,20,844,31,46,82,39,9,30,40,70,30
Dec-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,Central,Wisconsin,9,21,863,34,51,91,45,15,30,40,70,30
Dec-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,East,New Hampshire,14,47,250,39,49,94,3,-7,20,40,60,10
Dec-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,9,31,1009,31,38,74,10,-10,20,40,60,20
Dec-2013,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Missouri,12,40,256,38,51,95,16,6,30,40,70,10
Dec-2013,Green Tea,Leaves,Tea,Regular,Small Market,Central,Missouri,14,47,250,39,49,94,3,3,30,40,70,0
Dec-2013,Green Tea,Leaves,Tea,Regular,Small Market,East,New Hampshire,0,11,344,0,43,46,47,17,0,40,40,30
Dec-2013,Darjeeling,Leaves,Tea,Regular,Small Market,West,Washington,12,36,320,41,66,114,45,25,30,40,70,20
Dec-2013,Earl Grey,Leaves,Tea,Regular,Small Market,West,Utah,12,39,256,38,51,95,18,8,20,40,60,10
Dec-2013,Earl Grey,Leaves,Tea,Regular,Small Market,West,Washington,13,35,466,43,63,113,42,22,30,40,70,20
Oct-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,Central,Ohio,46,76,503,51,71,122,-5,-35,40,70,110,30
Oct-2012,Amaretto,Beans,Coffee,Regular,Major Market,Central,Ohio,17,45,405,52,71,123,26,-34,40,70,110,60
Oct-2012,Colombian,Beans,Coffee,Regular,Major Market,Central,Ohio,13,36,419,43,64,107,28,-32,30,70,100,60
Oct-2012,Caffe Mocha,Beans,Espresso,Regular,Major Market,East,Massachusetts,46,76,542,51,65,116,-11,-41,30,70,100,30
Oct-2012,Caffe Latte,Beans,Espresso,Regular,Major Market,South,Texas,23,55,-868,72,110,182,55,5,40,70,110,50
Oct-2012,Green Tea,Leaves,Tea,Regular,Major Market,East,Florida,13,24,851,48,70,118,46,-14,50,70,120,60
Oct-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,Louisiana,18,41,329,60,99,159,58,-12,30,70,100,70
Oct-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Oregon,17,44,405,52,71,123,27,-33,30,70,100,60
Oct-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Washington,21,54,385,56,70,126,16,-34,40,70,110,50
Oct-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Oklahoma,21,54,385,56,70,126,16,-34,40,70,110,50
Oct-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,West,Utah,14,46,447,45,69,114,23,-37,20,70,90,60
Nov-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,Central,Ohio,47,76,509,52,73,125,-3,-13,50,70,120,10
Nov-2012,Colombian,Beans,Coffee,Regular,Major Market,Central,Ohio,14,36,424,46,68,114,32,-8,40,70,110,40
Nov-2012,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Colorado,47,77,509,52,73,125,-4,-14,40,70,110,10
Nov-2012,Mint,Leaves,Herbal Tea,Decaf,Major Market,Central,Colorado,19,47,411,59,79,138,32,-8,50,70,120,40
Nov-2012,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,South,Texas,19,47,411,59,79,138,32,-8,50,70,120,40
Nov-2012,Green Tea,Leaves,Tea,Regular,Major Market,East,New York,14,26,589,50,73,123,47,-3,50,70,120,50
Nov-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,East,Connecticut,17,45,380,53,71,124,26,-14,50,70,120,40
Nov-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Utah,15,26,885,54,78,132,52,2,50,70,120,50
Nov-2012,Colombian,Beans,Coffee,Regular,Small Market,South,New Mexico,14,46,452,43,66,109,20,-10,50,70,120,30
Nov-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,South,Louisiana,55,85,-906,61,86,147,1,-9,40,70,110,10
Nov-2012,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Oregon,20,53,410,55,69,124,16,-14,50,70,120,30
Nov-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,East,Connecticut,31,64,601,82,102,184,38,8,60,70,130,30
Nov-2012,Earl Grey,Leaves,Tea,Regular,Small Market,Central,Wisconsin,55,84,613,61,86,147,2,2,50,70,120,0
Nov-2012,Darjeeling,Leaves,Tea,Regular,Small Market,West,Washington,16,39,321,53,88,141,49,-1,30,70,100,50
Dec-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,Central,Ohio,42,71,521,47,65,112,-6,-16,40,70,110,10
Dec-2012,Amaretto,Beans,Coffee,Regular,Major Market,Central,Ohio,17,44,424,54,73,127,29,-11,50,70,120,40
Dec-2012,Caffe Latte,Beans,Espresso,Regular,Major Market,South,Texas,22,54,-1239,67,101,168,47,17,50,70,120,30
Dec-2012,Darjeeling,Leaves,Tea,Regular,Major Market,Central,Illinois,15,26,601,54,79,133,53,3,40,70,110,50
Dec-2012,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,Central,Missouri,19,40,1075,63,76,139,36,-4,60,70,130,40
Dec-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,East,Connecticut,16,44,392,49,65,114,21,-19,40,70,110,40
Dec-2012,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Utah,14,26,898,50,73,123,47,-3,40,70,110,50
Dec-2012,Amaretto,Beans,Coffee,Regular,Small Market,East,New Hampshire,16,38,327,52,75,127,37,-13,40,70,110,50
Dec-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,East,Connecticut,49,78,627,55,76,131,-2,-12,50,70,120,10
Dec-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,East,New Hampshire,44,73,335,49,69,118,-4,-14,40,70,110,10
Dec-2012,Colombian,Beans,Coffee,Regular,Small Market,West,Oregon,13,56,482,41,57,98,1,-19,40,70,110,20
Dec-2012,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Oregon,17,45,424,54,73,127,28,-12,50,70,120,40
Dec-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Oklahoma,24,58,403,65,80,145,22,2,60,70,130,20
Dec-2012,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Utah,16,39,327,52,75,127,36,-4,40,70,110,40
Dec-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,West,Utah,15,46,462,48,74,122,28,-12,40,70,110,40
Dec-2012,Lemon,Leaves,Herbal Tea,Decaf,Small Market,West,Washington,13,25,845,49,71,120,46,-4,40,70,110,50
Dec-2012,Darjeeling,Leaves,Tea,Regular,Small Market,East,Connecticut,14,26,898,50,73,123,47,-3,50,70,120,50
Oct-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,Central,Ohio,46,76,503,51,71,130,-7,-37,40,70,110,30
Oct-2013,Amaretto,Beans,Coffee,Regular,Major Market,Central,Ohio,17,45,405,52,71,131,39,-21,40,70,110,60
Oct-2013,Colombian,Beans,Coffee,Regular,Major Market,Central,Ohio,13,36,419,43,64,114,42,-18,30,70,100,60
Oct-2013,Caffe Mocha,Beans,Espresso,Regular,Major Market,East,Massachusetts,46,76,542,51,65,124,-16,-46,30,70,100,30
Oct-2013,Caffe Latte,Beans,Espresso,Regular,Major Market,South,Texas,23,55,-868,72,110,194,82,32,40,70,110,50
Oct-2013,Green Tea,Leaves,Tea,Regular,Major Market,East,Florida,13,24,851,48,70,126,68,8,50,70,120,60
Oct-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,Louisiana,18,41,329,60,99,169,86,16,30,70,100,70
Oct-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Oregon,17,44,405,52,71,131,40,-20,30,70,100,60
Oct-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Washington,21,54,385,56,70,134,24,-26,40,70,110,50
Oct-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Oklahoma,21,54,385,56,70,134,24,-26,40,70,110,50
Oct-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,West,Utah,14,46,447,45,69,121,34,-26,20,70,90,60
Nov-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,Central,Ohio,47,76,509,52,73,133,-4,-14,50,70,120,10
Nov-2013,Colombian,Beans,Coffee,Regular,Major Market,Central,Ohio,14,36,424,46,68,121,47,7,40,70,110,40
Nov-2013,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Colorado,47,77,509,52,73,133,-6,-16,40,70,110,10
Nov-2013,Mint,Leaves,Herbal Tea,Decaf,Major Market,Central,Colorado,19,47,411,59,79,147,47,7,50,70,120,40
Nov-2013,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,South,Texas,19,47,411,59,79,147,47,7,50,70,120,40
Nov-2013,Green Tea,Leaves,Tea,Regular,Major Market,East,New York,14,26,589,50,73,131,70,20,50,70,120,50
Nov-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,East,Connecticut,17,45,380,53,71,132,39,-1,50,70,120,40
Nov-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Utah,15,26,885,54,78,141,77,27,50,70,120,50
Nov-2013,Colombian,Beans,Coffee,Regular,Small Market,South,New Mexico,14,46,452,43,66,116,30,0,50,70,120,30
Nov-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,South,Louisiana,55,85,-906,61,86,157,1,-9,40,70,110,10
Nov-2013,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Oregon,20,53,410,55,69,132,24,-6,50,70,120,30
Nov-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,East,Connecticut,31,64,601,82,102,196,56,26,60,70,130,30
Nov-2013,Earl Grey,Leaves,Tea,Regular,Small Market,Central,Wisconsin,55,84,613,61,86,157,3,3,50,70,120,0
Nov-2013,Darjeeling,Leaves,Tea,Regular,Small Market,West,Washington,16,39,321,53,88,150,73,23,30,70,100,50
Dec-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,Central,Ohio,42,71,521,47,65,119,-9,-19,40,70,110,10
Dec-2013,Amaretto,Beans,Coffee,Regular,Major Market,Central,Ohio,17,44,424,54,73,135,43,3,50,70,120,40
Dec-2013,Caffe Latte,Beans,Espresso,Regular,Major Market,South,Texas,22,54,-1239,67,101,179,70,40,50,70,120,30
Dec-2013,Darjeeling,Leaves,Tea,Regular,Major Market,Central,Illinois,15,26,601,54,79,142,79,29,40,70,110,50
Dec-2013,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,Central,Missouri,19,40,1075,63,76,148,53,13,60,70,130,40
Dec-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,East,Connecticut,16,44,392,49,65,121,31,-9,40,70,110,40
Dec-2013,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Utah,14,26,898,50,73,131,70,20,40,70,110,50
Dec-2013,Amaretto,Beans,Coffee,Regular,Small Market,East,New Hampshire,16,38,327,52,75,135,55,5,40,70,110,50
Dec-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,East,Connecticut,49,78,627,55,76,140,-3,-13,50,70,120,10
Dec-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,East,New Hampshire,44,73,335,49,69,126,-6,-16,40,70,110,10
Dec-2013,Colombian,Beans,Coffee,Regular,Small Market,West,Oregon,13,56,482,41,57,104,1,-19,40,70,110,20
Dec-2013,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Oregon,17,45,424,54,73,135,42,2,50,70,120,40
Dec-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Oklahoma,24,58,403,65,80,155,33,13,60,70,130,20
Dec-2013,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Utah,16,39,327,52,75,135,53,13,40,70,110,40
Dec-2013,Lemon,Leaves,Herbal Tea,Decaf,Small Market,West,Utah,15,46,462,48,74,130,42,2,40,70,110,40
